run,seq_len,rse,mae,mse,mape,rmse
0,3.0,0.26211366057395935,0.012732789851725101,0.0015679452335461974,91842.4375,0.039597287774086
1,3.0,0.2642281651496887,0.012771904468536377,0.0015805941075086594,94461.6953125,0.03975668549537659
2,3.0,0.2662936747074127,0.012867787852883339,0.0015929497312754393,100000.140625,0.039911773055791855
3,3.0,0.26422497630119324,0.012685373425483704,0.0015805750153958797,98093.6875,0.039756447076797485
4,3.0,0.2642653286457062,0.012647224590182304,0.0015808162279427052,108560.21875,0.03975947946310043
5,6.0,0.26948386430740356,0.013115997426211834,0.0016128388233482838,103955.28125,0.0401601642370224
6,6.0,0.2651900053024292,0.012922081165015697,0.0015871404903009534,96384.8125,0.03983893245458603
7,6.0,0.2701708674430847,0.01272644754499197,0.001616950612515211,98705.7421875,0.04021132364869118
8,6.0,0.2683124840259552,0.013173398561775684,0.0016058282926678658,112060.0703125,0.040072787553071976
9,6.0,0.26523083448410034,0.012939423322677612,0.0015873848460614681,105741.21875,0.03984199836850166
10,12.0,0.26553642749786377,0.012753104791045189,0.0015908938366919756,112146.0625,0.03988600894808769
11,12.0,0.26727646589279175,0.013179750181734562,0.0016013187123462558,117035.921875,0.040016479790210724
12,12.0,0.2672024667263031,0.013395360670983791,0.0016008755192160606,116732.3515625,0.04001094400882721
13,12.0,0.2693006098270416,0.013003147207200527,0.0016134459292516112,99638.109375,0.04016772285103798
14,12.0,0.2678375542163849,0.013017434626817703,0.0016046804375946522,112627.5078125,0.04005846381187439
15,24.0,0.268851101398468,0.013309000059962273,0.0016154677141457796,118841.53125,0.04019287973642349
16,24.0,0.26583561301231384,0.0129257095977664,0.0015973481349647045,99388.2421875,0.03996683657169342
17,24.0,0.2624984383583069,0.012516221962869167,0.0015772959450259805,94484.171875,0.03971518576145172
18,24.0,0.26446083188056946,0.012833480723202229,0.001589087420143187,107584.21875,0.039863359183073044
19,24.0,0.26317083835601807,0.012950415723025799,0.0015813361387699842,109922.4296875,0.039766017347574234
