run,seq_len,rse,mae,mse,mape,rmse
0,15.0,0.04058731347322464,0.07293292135000229,0.01434328593313694,12402.6181640625,0.11976345628499985
1,15.0,0.039896540343761444,0.07171411067247391,0.01409917138516903,415.4952392578125,0.11873993277549744
2,15.0,0.04016274958848953,0.07234114408493042,0.014193248003721237,7963.0302734375,0.11913541704416275
3,15.0,0.04159032925963402,0.07331223785877228,0.014697744511067867,10858.7939453125,0.12123425304889679
4,15.0,0.040081705898046494,0.07173782587051392,0.014164607040584087,5359.22412109375,0.1190151572227478
5,30.0,0.031792569905519485,0.06295447051525116,0.011235867626965046,634.89501953125,0.10599937289953232
6,30.0,0.03184974938631058,0.0635606124997139,0.011256075464189053,7199.29052734375,0.10609465092420578
7,30.0,0.032190196216106415,0.06335489451885223,0.011376393027603626,108.72113037109375,0.10666017234325409
8,30.0,0.03306015580892563,0.06411352008581161,0.01168384775519371,2536.8271484375,0.10809184610843658
9,30.0,0.032754965126514435,0.06395542621612549,0.011575989425182343,536.62353515625,0.10759177058935165
10,60.0,0.02250397950410843,0.052822671830654144,0.007953573949635029,2804.430419921875,0.08918280899524689
11,60.0,0.022737279534339905,0.05322921648621559,0.00803602859377861,5329.29345703125,0.08964389562606812
12,60.0,0.022521667182445526,0.053167495876550674,0.007959824986755848,3252.70068359375,0.08921784907579422
13,60.0,0.02198038063943386,0.05227423086762428,0.007768518291413784,2560.7890625,0.08813919872045517
14,60.0,0.022727075964212418,0.053344182670116425,0.008032422512769699,1866.2017822265625,0.08962378650903702
