,train_loss,train_rse,train_mae,train_mse,train_mape,train_rmse,val_loss,val_rse,val_mae,val_mse,val_mape,val_rmse
0,0.337426,0.925288,0.494513,0.337426,1135561.547794,0.580547,0.290372,0.821502,0.451538,0.290372,1123131.111111,0.53886
1,0.26736,0.733237,0.432196,0.26736,1285988.744485,0.516792,0.23356,0.660772,0.399628,0.23356,1476259.152778,0.483278
