,train_loss,train_rse,train_mae,train_mse,train_mape,train_rmse,val_loss,val_rse,val_mae,val_mse,val_mape,val_rmse
0,0.01912,0.769404,0.095457,0.01912,244014.349038,0.135749,0.009788,0.536781,0.068488,0.009788,217426.262188,0.097396
1,0.011225,0.451618,0.075265,0.011225,281633.282676,0.105894,0.008685,0.476254,0.0653,0.008685,222256.866667,0.091794
